x,y,z
-0.998461,-1.80438,-0.540139
-1.14245,-1.96174,-0.171266
-0.326969,-2.08402,-0.874744
-0.95244,-1.59534,0.790102
-1.46581,-0.64317,0.868198
-0.895261,-1.20732,1.06333
-0.975065,-1.30369,0.976986
-0.7692,-0.698085,-0.128624
-0.610916,-0.860169,0.491475
-0.585356,0.437928,-0.491579
-1.05994,-0.169533,-0.180054
-0.636726,0.172703,-0.492499
-0.502494,0.582473,-0.605427
0.155823,0.213764,-0.0714602
1.17568,0.0820338,0.186747
1.29495,0.0192405,0.526436
0.419206,-0.081125,1.13761
-0.000677771,0.169397,-0.555644
-0.477353,-0.731987,0.221184
0.3388,-0.859762,-0.493957
-0.33937,-1.03538,-0.0732883
0.246806,-0.556809,-0.884412
0.439918,-0.253673,-0.797466
-0.585282,-0.954302,-1.51737
-0.59796,-1.11273,-1.18498
-1.15104,-1.10359,-1.12758
-1.23034,-1.46547,-0.589342
-0.31662,-1.92166,0.0542625
-1.9812,-0.510993,-1.55409
-0.917501,-1.68816,-1.37251
0.0343997,-2.20106,-0.448296
0.695236,-2.01628,-0.633368
2.6146,-1.29285,0.027534
2.04238,-1.40935,-0.0902021
2.62506,-1.10748,-0.603223
3.1217,-0.581492,-0.473898
3.01783,-1.19217,-0.0684087
1.66189,-1.13297,-0.174145
1.63403,-1.30182,0.0523875
0.770058,-1.26601,1.06578
0.77139,-1.0219,0.833694
0.709071,-0.873427,1.72457
0.714728,-0.790231,2.21707
0.407234,-0.771203,1.75394
-0.76111,-1.2626,1.6728
-0.380258,0.569525,1.24993
-0.752557,1.12728,0.865998
-1.33126,0.337628,0.863527
-0.0156667,-0.131178,0.880968
0.250073,-0.0225838,-0.309261
-0.543526,-0.64108,-0.0844032
-0.741596,-0.368539,0.444306
-0.859769,-0.206085,-0.259601
-1.30277,0.859698,-0.765689
-1.25455,-0.129548,-0.47409
-0.606408,0.0165867,0.768836
-0.544073,-0.651088,1.04403
-1.07431,-0.0303468,2.39143
-0.69108,-0.995149,0.963653
-1.08147,-1.17817,0.543659
-2.23688,-0.591217,0.0167487
-1.96519,0.126852,0.687074
-1.03582,0.647364,1.08035
-0.754637,0.883879,1.33436
-0.634896,0.73461,1.30878
-0.72441,-0.357705,0.658862
-0.304724,-0.514321,-0.169165
0.132059,-0.0150252,-0.0638882
0.120559,0.278395,0.125089
0.534755,0.886645,-0.0400568
1.05617,0.222838,0.0359516
0.600018,-0.497924,-0.690648
0.406336,-0.189297,-0.509136
0.514691,-1.10992,-0.449826
1.01531,-0.666796,-1.25156
0.393762,-0.176735,-1.31241
0.180165,-1.14704,-1.5028
-0.635638,-0.936271,-0.838115
-0.145349,0.200614,0.227241
-1.20618,-0.125369,0.282506
-1.1878,-0.753884,-0.167901
-1.79013,-0.453326,-0.0232926
-1.57869,-0.461872,1.04008
-1.66164,-0.159918,1.675
-1.93574,0.855694,1.54595
-1.32388,0.130315,2.14606
0.395587,0.370512,1.95738
1.37016,0.935059,1.40966
0.983341,0.185862,0.493825
0.870009,-0.670411,0.323375
0.600214,0.602376,-0.228073
0.301856,-0.0828096,0.00729667
-0.154669,0.209905,-0.215498
0.19384,-0.153016,0.112724
-0.465208,-0.333524,0.16276
-0.648654,-0.152684,-0.834365
-0.0369444,0.0279859,-0.560235
-0.586242,0.182045,0.0926953
-1.32536,-0.0542552,0.334353
