x,y,z
0.795129,-1.40217,-0.733949
1.46028,-1.29211,-0.46431
0.640566,-2.41839,-0.146322
1.62701,-1.37263,0.677104
0.559025,-0.271475,1.58883
0.544226,0.0309854,2.34135
1.08857,-0.888116,2.45699
1.39648,0.117411,3.19089
0.44116,0.415016,2.87606
-0.057554,-0.0239924,2.14567
-0.678581,-1.19063,1.0041
-0.115293,-0.113073,1.17043
0.675322,0.605324,0.655107
0.273495,0.993048,0.0740484
0.599566,1.1175,1.25439
0.833807,-0.0377846,0.260308
0.0481512,-0.373706,-0.245254
-0.680677,-0.829964,0.375113
-0.82065,0.2926,0.573161
-0.573676,-0.700382,0.557941
0.14231,-1.50245,-0.0841439
-0.796859,-0.679094,0.547072
-0.352127,-0.149794,0.901122
0.679618,-0.749385,-0.155222
1.20642,-0.691642,0.136515
0.296092,-0.616218,0.786219
1.12798,-1.30638,-0.233276
0.688761,-0.943081,-0.606837
1.34275,-0.070454,0.538842
0.665696,-0.0963295,1.0128
-0.0330946,-0.193077,-0.208622
-0.352446,0.254673,-0.510657
-0.578934,0.142414,0.327547
-0.778838,0.955632,-0.360099
-1.18919,0.814572,-0.757776
-0.899756,-0.0022,-0.136195
-0.188658,-0.685859,-0.270047
-0.279157,-0.691052,-0.692891
0.139816,-0.681496,-1.15319
0.0902602,-0.923975,-0.235606
0.0667797,0.163667,-0.385016
-0.60271,0.380151,-1.30881
-0.315626,-0.322024,-0.591474
0.876303,-1.10763,0.374123
0.356285,-0.896098,1.18434
-0.308581,-0.0753413,1.57373
-0.0895956,-0.208002,0.762514
-0.295144,0.416301,1.17808
0.0880403,0.290841,0.744129
-0.0348022,0.024193,0.605712
-0.273976,0.0805314,-0.613052
0.3175,0.500538,-0.874928
1.20727,0.410952,-0.750178
0.142031,1.12277,0.371011
1.34304,0.00227328,0.220855
1.39205,0.351085,0.736661
0.711481,0.199537,-0.0984377
1.00935,0.703901,0.768428
0.503224,-0.0146116,1.38483
0.621332,0.483243,0.193505
0.8237,-0.455678,0.329445
0.536302,-0.325857,-0.359261
-0.183693,-0.869425,-1.15634
0.0829935,0.121846,-0.774994
0.97638,0.0301551,-0.0655736
1.41571,0.462173,0.676392
0.884119,0.53579,0.546062
0.396227,-0.556706,1.57788
-0.562743,-0.688868,1.00733
-1.10059,-0.663125,0.667974
-0.855986,-0.633192,1.4822
0.308261,0.120512,2.30378
-0.0602931,0.141979,1.84588
-0.0415599,-0.261386,1.49658
-0.351757,0.959807,1.23627
0.104232,2.1389,0.826394
-0.137682,1.48978,1.34575
0.596683,2.69403,0.734624
0.223152,2.19896,-0.100457
-0.824768,1.03577,-0.462782
-0.636228,0.652732,0.279779
-0.631425,-0.208947,0.973382
-0.946659,-0.66362,0.297118
-0.260055,-0.0470218,-0.50784
0.365497,0.693883,0.214726
0.0733418,0.553119,0.708859
-0.293174,-0.296899,-0.129496
0.41645,-0.899044,0.00513289
1.05238,0.125194,-0.0103748
0.0466201,0.0560073,-1.13022
0.998223,0.00350074,-0.272338
0.255182,0.0199972,0.408923
0.571052,-0.982207,0.0876358
0.703795,-0.41623,-0.777617
0.0687203,-0.954086,-0.523718
-0.423466,0.0166276,-0.820688
-0.992402,-1.15958,-1.08477
-1.60836,-1.34081,-0.972808
-2.28538,-2.04949,0.232049
-1.50081,-1.76108,-0.0316426
-2.67218,-1.92461,-0.0470223
-2.38628,-0.872802,0.690365
-2.40104,-0.799673,-0.391922
-2.68224,0.0383224,-0.450857
-2.86273,0.00347251,0.405349
-3.00841,1.16313,0.726266
-2.81497,1.96396,0.0942483
-2.87057,1.33238,-0.524858
-1.89556,1.03209,-1.54896
-0.893543,-0.0669439,-1.23397
-0.375584,-0.4227,-0.793012
0.127012,-1.56035,0.0830769
-0.952708,-1.2144,-0.679188
-0.291591,-1.60872,0.470015
-0.738735,-1.24937,1.28424
-0.94824,-0.885609,0.764407
-0.0113298,0.323928,0.1027
0.30622,-0.656676,-0.00938757
-0.0923978,-0.342842,-0.890861
-0.000235253,-1.08883,-1.28224
-0.934188,-0.64902,-1.59985
-1.06726,-0.635045,-0.714173
-0.483123,-1.34783,-0.691227
0.653071,-1.41175,-1.08883
0.727004,-0.637477,-0.809364
0.370993,-0.520024,0.092882
0.402054,0.492493,0.290059
0.332727,0.174937,0.544174
-0.534164,0.0233692,1.66279
0.551667,-0.154158,1.54077
1.67248,0.0916001,1.9043
0.520009,0.380329,2.93951
1.31919,-0.722592,2.1888
1.6528,0.0316432,2.11033
2.0772,0.340151,1.17199
1.3499,0.220008,1.5318
1.74248,0.144879,0.478737
0.62335,0.174573,-0.0898311
0.0487898,0.659657,0.292018
0.103525,-0.255064,-0.0190623
0.18259,0.254205,0.887967
-0.78096,0.554725,1.83689
-1.45748,-0.278772,1.11889
-0.801154,0.289518,0.193902
0.186773,-0.448231,0.937573
-0.0675429,-1.27697,0.785736
-0.195671,-1.24876,0.83674
0.822344,-0.795995,1.91757
1.95099,-1.57315,1.71809
1.52137,-1.79223,1.62038
2.60268,-1.18911,0.846055
3.5593,-1.4306,-0.272841
3.15373,-0.364043,0.564811
2.73507,-1.15126,0.930608
2.10386,-0.0183118,0.721094
1.79332,1.10722,-0.226656
1.5407,-0.0487757,0.981866
0.893402,-0.584006,1.19242
0.437947,-0.107135,0.0286211
0.726637,-0.861646,-0.59257
1.4779,-0.638097,-0.36993
1.08517,0.536041,0.196171
0.879364,-0.494801,-0.214562
1.04481,-0.861862,-0.266721
0.793081,-0.363403,-1.0543
0.71707,0.51343,-0.189243
0.213692,1.69454,-0.842399
0.316339,2.08285,0.121417
-0.204307,1.49854,-0.0588189
-0.250192,0.729006,-1.24629
-1.19569,1.17269,-1.17467
-0.366759,0.992181,-1.17473
0.772858,-0.21126,-1.38617
-0.0532385,0.224965,-1.13478
